Key,File,Type,UsedInMainMenu,NoTranslate,english,russian
BuffGravelKey,buffs,buff,,,Gravel,Гравий
BuffGravelBonusTooltip,buffs,buff,,,You are moving on gravel,Вы передвигаетесь по гравию
BuffGravelBonusIncDesc,buffs,Buff,,,[AAAAAA]Moving on gravel is easier and safer.\n\nYour mobility is increased by [DECEA3]5%[-][-],[AAAAAA]По гравию передвигаться легче и безопаснее.\n\nВаша мобильность увеличена на [DECEA3]5%[-][-]
BuffConcreteKey,buffs,buff,,,Concrete,Бетон
BuffConcreteBonusTooltip,buffs,buff,,,You are moving on concrete,Вы передвигаетесь по бетону
BuffConcreteBonusIncDesc,buffs,Buff,,,[AAAAAA]Walking on smooth concrete is a pleasure.\n\nYour mobility is increased by [DECEA3]10%[-][-],[AAAAAA]Ходить по гладкому бетону — одно удовольствие.\n\nВаша мобильность увеличена на [DECEA3]10%[-][-]
BuffAsphaltKey,buffs,buff,,,Asphalt,Асфальт
BuffAsphaltBonusTooltip,buffs,buff,,,You are moving on asphalt,Вы передвигаетесь по асфальту
BuffAsphaltBonusIncDesc,buffs,Buff,,,[AAAAAA]A fine asphalt road matters not only when you're driving.\n\nYour mobility is increased by [DECEA3]25%[-][-],[AAAAAA]Прекрасная асфальтовая дорога важна не только когда вы на транспорте.\n\nВаша мобильность увеличена на [DECEA3]25%[-][-]
modSnowResist,item_modifiers,mod,,,Mod: Snowshoes,Мод Снегоступы
modSnowResistDesc,item_modifiers,mod,,,[AAAAAA]Moving through deep snow is no longer a problem. You significantly improve your mobility when walking through snow.[-],[AAAAAA]Передвигаться по глубокому снегу теперь не составит проблем. Вы значительно повышаете вашу мобильность при передвижении по снегу.[-]
modSandResist,item_modifiers,mod,,,Mod: Wide Sole,Мод Широкая подошва
modSandResistDesc,item_modifiers,mod,,,[AAAAAA]Moving through shifting sand is no longer a problem. You significantly improve your mobility when walking through sand and desert ground.[-],[AAAAAA]Передвигаться по зыбкому песку не составит проблем. Вы значительно повышаете вашу мобильность при передвижении по песку и пустынному грунту.[-]
modDesrtResist,item_modifiers,mod,,,Mod: Sole Protection,Мод Защита подошвы
modDesrtResistDesc,item_modifiers,mod,,,[AAAAAA]Moving on hazardous surfaces is no longer a problem. You significantly improve your mobility on hazardous ground and are fully protected from foot punctures.[-],"[AAAAAA]Передвигаться по опасным поверхностям теперь не составит проблем. Вы значительно повышаете вашу мобильность при передвижении по опасному грунту, а также вы полностью защищены от прокола ноги.[-]"
keySmart,UI,Tooltip,,,You became smarter,Вы стали умнее
keyObesity,UI,Tooltip,,,You lost weight,Вы похудели
keyDistrophia,UI,Tooltip,,,You gained weight,Вы набрали вес
keyAlarmism,UI,Tooltip,,,You panic less,Вы меньше паникуете
keyBrittleBones,UI,Tooltip,,,You strengthened your bones,Вы укрепили кости
keyWeakling,UI,Tooltip,,,You became stronger,Вы стали сильнее
keyAllergySufferer,UI,Tooltip,,,You got rid of allergies,Вы избавились от аллергии
keyImmunity,UI,Tooltip,,,You strengthened your immune system,Вы укрепили иммунитет
keyClumsy,UI,Tooltip,,,You improved your hand coordination,Вы развили моторику рук
keyPacifist,UI,Tooltip,,,You became more aggressive,Вы стали агрессивней
keyFearDark,UI,Tooltip,,,You are less afraid of the dark,Вы меньше боитесь темноты
keyFearAnimals,UI,Tooltip,,,You are less afraid of animals,Вы меньше боитесь животных
keyFearZombie,UI,Tooltip,,,You are less afraid of zombies,Вы меньше боитесь зомби
keyFearFire,UI,Tooltip,,,You are less afraid of fire,Вы меньше боитесь огня
keyFearPain,UI,Tooltip,,,You are less afraid of pain,Вы меньше боитесь боли
keySocialPhobia,UI,Tooltip,,,You became more social,Вы стали более социальным
keyLucker,UI,Tooltip,,,You became luckier,Вы стали удачливее
keyCharismatic,UI,Tooltip,,,You became more charismatic,Вы стали харизматичнее
keyAthleticBuild,UI,Tooltip,,,You developed your body,Вы развили своё тело
keyCourage,UI,Tooltip,,,You became braver,Вы стали отважнее
keyBodybuilder,UI,Tooltip,,,You developed your muscles,Вы развили свою мускулатуру
keyFastAdaptation,UI,Tooltip,,,You developed your immune system,Вы развили иммунитет
keyHardening,UI,Tooltip,,,You became tougher,Вы закалились
keyExperiencedHunter,UI,Tooltip,,,You hunt better now,Теперь вы лучше охотитесь
keyCrusher,UI,Tooltip,,,You crush better now,Теперь вы лучше крушите
keyFearless,UI,Tooltip,,,You are less prone to stress,Вы меньше подвержены стрессу
keyVeteranWasteland,UI,Tooltip,,,You survive better in the wasteland,Вы лучше выживаете в пустоши
keySchumacher,UI,Tooltip,,,You handle vehicles better,Вы лучше управляетесь с транспортом
keyTeamPlayer,UI,Tooltip,,,You work better in a team,Вы лучше работаете в команде
reqSmart,progression,Attribute,,,Read more,Читайте больше
reqObesity,progression,Attribute,,,Get moving more,Больше двигайтесь
reqDistrophia,progression,Attribute,,,Eat more,Больше кушайте
reqAlarmism,progression,Attribute,,,Stay closer to zombie groups,Держитесь ближе к скоплениям зомби
reqBrittleBones,progression,Attribute,,,Eat vitamins and more calcium,Ешьте витамины и больше кальция
reqWeakling,progression,Attribute,,,Build your muscles,Качайте мускулатуру
reqAllergySufferer,progression,Attribute,,,Spend more time in the forest,Проводите больше времени в лесу
reqImmunity,progression,Attribute,,,Spend more time in dangerous biomes,Проводите больше времени в опасных биомах
reqClumsy,progression,Attribute,,,Butcher more carcasses,Разделывайте туши
reqPacifist,progression,Attribute,,,Take more hits,Получайте больше ударов
reqFearDark,progression,Attribute,,,Spend more time at night,Проводите больше времени ночью
reqFearAnimals,progression,Attribute,,,Kill more aggressive animals,Убивайте больше агрессивных животных
reqFearZombie,progression,Attribute,,,Kill more zombies,Убивайте больше зомби
reqFearFire,progression,Attribute,,,Spend more time near fire,Проводите больше времени у огня
reqFearPain,progression,Attribute,,,Endure more pain,Превозмогайте боль
reqSocialPhobia,progression,Attribute,,,Spend more time in a team,Проводите больше времени в команде
reqUnlucker,progression,Attribute,,,Loot more,Лутайте больше
reqCrusher,progression,Attribute,,,Smash heads with a sledgehammer,Разносите головы кувалдой
reqFearless,progression,Attribute,,,Get used to stress,Привыкайте к стрессу
reqVeteranWasteland,progression,Attribute,,,Kill bosses,Убивайте боссов
reqSchumacher,progression,Attribute,,,Get behind the wheel more,Садитесь за руль чаще
reqAthleticBuild,progression,Attribute,,,Develop your body,Развивайте тело
reqBodybuilder,progression,Attribute,,,Build your muscles,Качайте мышцы
reqFastAdaptation,progression,Attribute,,,Develop your immune system,Развивайте иммунитет
reqHardening,progression,Attribute,,,Toughen yourself up,Закаляйтесь
st_negchallenge_statement,Quest,Quest Info,,,Activate the challenge,Активируйте испытание
st_negchallenge_subtitle,Quest,Quest Info,,,Activate the challenge,Активируйте испытание
st_negchallenge_response,Quest,Quest Info,,,I'm ready for the challenge!,Я готов к испытанию!
selfTraitsChallengeName,Quest,Quest Info,,,Character Challenge,Испытание характера
selfTraitsChallengeOffer,Quest,Quest Info,,,Complete the challenge and receive a random negative trait. Survive with it to earn experience.,"Пройдите испытание и получите случайный негативный трейт. Выживите с ним, чтобы заработать опыт."
ImpModsBundle,items,item,,,"[DECEA3]""Improved""[-] Modification",[DECEA3]«Улучшенная»[-] модификация
ImpModsBundleDesc,items,item,,,"[AAAAAA]Contains a random ""Improved"" modification.[-]",[AAAAAA]Содержит случайную «Улучшенную» модификацию.[-]
UniqueToolsModsBundle,items,item,,,"[FFB800]""Unique""[-] Tool Modification",[FFB800]«Уникальная»[-] модификация для инструмента
UniqueToolsModsBundleDesc,items,item,,,"[AAAAAA]Contains a random [FFB800]""Unique""[-] tool modification.[-]",[AAAAAA]Содержит случайную [FFB800]«Уникальную»[-] модификацию для инструмента.[-]
UniqueModsBundle,items,item,,,"[FFB800]""Unique""[-] Modification",[FFB800]«Уникальная»[-] модификация
UniqueModsBundleDesc,items,item,,,"[AAAAAA]Contains a random [FFB800]""Unique""[-] modification.[-]",[AAAAAA]Содержит случайную [FFB800]«Уникальную»[-] модификацию.[-]
BetterWeapon_MeleeT1,items,Item,,,"[DECEA3]Quest[-] [FF6666]""Better Weapon""[-] Chapter 1",[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 1
BetterWeapon_MeleeT1Desc,items,Item,,,[FF6666]Better Than Pipes — Melee[-]\nBy completing the conditions you will receive an iron melee weapon of your choice and can continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restart is only possible with admin help.,"[FF6666]Лучше чем просто трубки, Ближний бой[-]\nВыполнив условия, вы получите железное оружие ближнего боя, на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора."
Reward_MeleeT1_Spear,items,Item,,,Iron Spear Kit,Комплект с железным копьем
Reward_MeleeT1_SpearDesc,items,Item,,,[AAAAAA]Iron spear and a repair kit.[-],[AAAAAA]Железное копье и ремонтный набор.[-]
Reward_MeleeT1_Club,items,Item,,,Baseball Bat Kit,Комплект с бейсбольной битой
Reward_MeleeT1_ClubDesc,items,Item,,,[AAAAAA]Baseball bat and a repair kit.[-],[AAAAAA]Бейсбольная бита и ремонтный набор.[-]
Reward_MeleeT1_Sledgehammer,items,Item,,,Iron Sledgehammer Kit,Комплект с железной кувалдой
Reward_MeleeT1_SledgehammerDesc,items,Item,,,[AAAAAA]Iron sledgehammer and a repair kit.[-],[AAAAAA]Железная кувалда и ремонтный набор.[-]
Reward_MeleeT1_Knuckles,items,Item,,,Iron Knuckles Kit,Комплект с железными кастетами
Reward_MeleeT1_KnucklesDesc,items,Item,,,[AAAAAA]Iron knuckles and a repair kit.[-],[AAAAAA]Железные кастеты и ремонтный набор.[-]
Reward_MeleeT1_Knife,items,Item,,,Hunting Knife Kit,Комплект с охотничьим ножом
Reward_MeleeT1_KnifeDesc,items,Item,,,[AAAAAA]Hunting knife and a repair kit.[-],[AAAAAA]Охотничий нож и ремонтный набор.[-]
BetterWeapon_RangeT1,items,Item,,,"[DECEA3]Quest[-] [FF6666]""Better Weapon""[-] Chapter 2",[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 2
BetterWeapon_RangeT1Desc,items,Item,,,[FF6666]Better Than Pipes — Ranged[-]\nBy completing the conditions you will receive a ranged weapon for self-defense of your choice and can continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restart is only possible with admin help.,"[FF6666]Лучше чем просто трубки, Дальний бой[-]\nВыполнив условия, вы получите оружие дальнего боя для самообороны, на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора."
Reward_RangeT1_Rifle,items,Item,,,Hunting Rifle Kit,Комплект с охотничьим ружьем
Reward_RangeT1_RifleDesc,items,Item,,,[AAAAAA]Hunting rifle and ammo.[-],[AAAAAA]Охотничье ружье и патроны.[-]
Reward_RangeT1_Shotgun,items,Item,,,Double-Barrel Kit,Комплект с двухстволкой
Reward_RangeT1_ShotgunDesc,items,Item,,,[AAAAAA]Double-barrel shotgun and ammo.[-],[AAAAAA]Двухстволка и патроны.[-]
Reward_RangeT1_MachineGun,items,Item,,,AK-47 Kit,Комплект с AK-47
Reward_RangeT1_MachineGunDesc,items,Item,,,[AAAAAA]AK-47 and ammo.[-],[AAAAAA]AK-47 и патроны.[-]
Reward_RangeT1_Archery,items,Item,,,Wooden Bow Kit,Комплект с Деревянным луком
Reward_RangeT1_ArcheryDesc,items,Item,,,[AAAAAA]Wooden bow and iron arrows.[-],[AAAAAA]Деревянный лук и железные стрелы.[-]
Reward_RangeT1_Pistol,items,Item,,,Pistol Kit,Комплект с пистолетом
Reward_RangeT1_PistolDesc,items,Item,,,[AAAAAA]Pistol and ammo.[-],[AAAAAA]Пистолет и патроны.[-]
BetterWeapon_MeleeT2,items,Item,,,"[DECEA3]Quest[-] [FF6666]""Better Weapon""[-] Chapter 3",[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 3
BetterWeapon_MeleeT2Desc,items,Item,,,[FF6666]Almost Store-Bought — Melee[-]\nBy completing the conditions you will learn how to obtain a steel melee weapon of your choice and can continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restart is only possible with admin help.,"[FF6666]Почти как в магазине, Ближний бой[-]\nВыполнив условия, вы узнаете, как получить стальное оружие ближнего боя на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора."
Reward_MeleeT2_Spear,items,Item,,,Steel Spear Kit,Комплект со стальным копьем
Reward_MeleeT2_SpearDesc,items,Item,,,[AAAAAA]Steel spear and a repair kit.[-],[AAAAAA]Стальное копье и ремонтный набор.[-]
Reward_MeleeT2_Club,items,Item,,,Steel Club Kit,Комплект со стальной дубиной
Reward_MeleeT2_ClubDesc,items,Item,,,[AAAAAA]Steel club and a repair kit.[-],[AAAAAA]Стальная дубина и ремонтный набор.[-]
Reward_MeleeT2_Sledgehammer,items,Item,,,Steel Sledgehammer Kit,Комплект со стальной кувалдой
Reward_MeleeT2_SledgehammerDesc,items,Item,,,[AAAAAA]Steel sledgehammer and a repair kit.[-],[AAAAAA]Стальная кувалда и ремонтный набор.[-]
Reward_MeleeT2_Knuckles,items,Item,,,Steel Knuckles Kit,Комплект со стальными кастетами
Reward_MeleeT2_KnucklesDesc,items,Item,,,[AAAAAA]Steel knuckles and a repair kit.[-],[AAAAAA]Стальные кастеты и ремонтный набор.[-]
Reward_MeleeT2_Knife,items,Item,,,Machete Kit,Комплект с мачете
Reward_MeleeT2_KnifeDesc,items,Item,,,[AAAAAA]Machete and a repair kit.[-],[AAAAAA]Мачете и ремонтный набор.[-]
questMeleeT2_Spear,items,Item,,,[FF6666]Quest[-] Steel Spear,[FF6666]Квест[-] Стальное копье
questMeleeT2_SpearDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive a Steel Spear.[-],"[AAAAAA]Выполнив условия, вы получите Cтальное копье.[-]"
questMeleeT2_Club,items,Item,,,[FF6666]Quest[-] Steel Club,[FF6666]Квест[-] Стальная дубина
questMeleeT2_ClubDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive a Steel Club.[-],"[AAAAAA]Выполнив условия, вы получите Стальную дубину.[-]"
questMeleeT2_Sledgehammer,items,Item,,,[FF6666]Quest[-] Steel Sledgehammer,[FF6666]Квест[-] Стальная кувалда
questMeleeT2_SledgehammerDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive a Steel Sledgehammer.[-],"[AAAAAA]Выполнив условия, вы получите Стальную кувалду.[-]"
questMeleeT2_Knuckles,items,Item,,,[FF6666]Quest[-] Steel Knuckles,[FF6666]Квест[-] Стальные кастеты
questMeleeT2_KnucklesDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive Steel Knuckles.[-],"[AAAAAA]Выполнив условия, вы получите Стальные кастеты.[-]"
questMeleeT2_Knife,items,Item,,,[FF6666]Quest[-] Machete,[FF6666]Квест[-] Мачете
questMeleeT2_KnifeDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive a Machete.[-],"[AAAAAA]Выполнив условия, вы получите Мачете.[-]"
BetterWeapon_RangeT2,items,Item,,,"[DECEA3]Quest[-] [FF6666]""Better Weapon""[-] Chapter 4",[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 4
BetterWeapon_RangeT2Desc,items,Item,,,[FF6666]Almost Store-Bought — Ranged[-]\nBy completing the conditions you will learn how to obtain a higher quality ranged weapon of your choice and can continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restart is only possible with admin help.,"[FF6666]Почти как в магазине, Дальний бой[-]\nВыполнив условия, вы узнаете, как получить более качественное оружие дальнего боя на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора."
Reward_RangeT2_Rifle,items,Item,,,Lever Action Rifle Kit,Комплект с винтовкой рычажного действия
Reward_RangeT2_RifleDesc,items,Item,,,[AAAAAA]Lever action rifle and ammo.[-],[AAAAAA]Винтовка рычажного действия и патроны.[-]
Reward_RangeT2_Shotgun,items,Item,,,Pump Shotgun Kit,Комплект с помповым дробовиком
Reward_RangeT2_ShotgunDesc,items,Item,,,[AAAAAA]Pump shotgun and ammo.[-],[AAAAAA]Помповый дробовик и патроны.[-]
Reward_RangeT2_MachineGun,items,Item,,,Tactical Assault Rifle Kit,Комплект с тактической штурмовой винтовкой
Reward_RangeT2_MachineGunDesc,items,Item,,,[AAAAAA]Tactical assault rifle and ammo.[-],[AAAAAA]Тактическая штурмовая винтовка и патроны.[-]
Reward_RangeT2_Archery,items,Item,,,Iron Crossbow Kit,Комплект с железным арбалетом
Reward_RangeT2_ArcheryDesc,items,Item,,,[AAAAAA]Iron crossbow and iron bolts.[-],[AAAAAA]Железный арбалет и железные стрелы.[-]
Reward_RangeT2_Pistol,items,Item,,,Magnum Kit,Комплект с магнумом
Reward_RangeT2_PistolDesc,items,Item,,,[AAAAAA]Magnum and ammo.[-],[AAAAAA]Магнум и патроны.[-]
questRangeT2_Rifle,items,Item,,,[FF6666]Quest[-] Lever Action Rifle,[FF6666]Квест[-] Винтовка рычажного действия
questRangeT2_RifleDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive a Lever Action Rifle.[-],"[AAAAAA]Выполнив условия, вы получите Винтовку рычажного действия.[-]"
questRangeT2_Shotgun,items,Item,,,[FF6666]Quest[-] Pump Shotgun,[FF6666]Квест[-] Помповый дробовик
questRangeT2_ShotgunDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive a Pump Shotgun.[-],"[AAAAAA]Выполнив условия, вы получите Помповый дробовик.[-]"
questRangeT2_MachineGun,items,Item,,,[FF6666]Quest[-] Tactical Assault Rifle,[FF6666]Квест[-] Тактическая штурмовая винтовка
questRangeT2_MachineGunDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive a Tactical Assault Rifle.[-],"[AAAAAA]Выполнив условия, вы получите Тактическую штурмовую винтовку.[-]"
questRangeT2_Archery,items,Item,,,[FF6666]Quest[-] Iron Crossbow,[FF6666]Квест[-] Железный арбалет
questRangeT2_ArcheryDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive an Iron Crossbow.[-],"[AAAAAA]Выполнив условия, вы получите Железный арбалет.[-]"
questRangeT2_Pistol,items,Item,,,[FF6666]Quest[-] Magnum,[FF6666]Квест[-] Магнум
questRangeT2_PistolDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive a Magnum.[-],"[AAAAAA]Выполнив условия, вы получите Магнум.[-]"
BetterWeapon_RangeT3,items,Item,,,"[DECEA3]Quest[-] [FF6666]""Better Weapon""[-] Chapter 5",[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 5
BetterWeapon_RangeT3Desc,items,Item,,,[FF6666]Military Power — Ranged[-]\nBy completing the conditions you will learn how to obtain a modern military ranged weapon of your choice and can continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restart is only possible with admin help.,"[FF6666]Армейская мощь, Дальний бой[-]\nВыполнив условия, вы узнаете, как получить современное армейское оружие дальнего боя на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора."
Reward_RangeT3_Rifle,items,Item,,,Sniper Rifle Kit,Комплект со снайперской винтовкой
Reward_RangeT3_RifleDesc,items,Item,,,[AAAAAA]Sniper rifle and ammo.[-],[AAAAAA]Снайперская винтовка и патроны.[-]
Reward_RangeT3_Shotgun,items,Item,,,Auto Shotgun Kit,Комплект с автоматическим дробовиком
Reward_RangeT3_ShotgunDesc,items,Item,,,[AAAAAA]Auto shotgun and ammo.[-],[AAAAAA]Автоматический дробовик и патроны.[-]
Reward_RangeT3_MachineGun,items,Item,,,M60 Machine Gun Kit,Комплект с пулемётом М60
Reward_RangeT3_MachineGunDesc,items,Item,,,[AAAAAA]M60 machine gun and ammo.[-],[AAAAAA]Пулемёт М60 и патроны.[-]
Reward_RangeT3_Bow,items,Item,,,Compound Bow Kit,Комплект с композитным луком
Reward_RangeT3_BowDesc,items,Item,,,[AAAAAA]Compound bow and steel arrows.[-],[AAAAAA]Kомпозитный лук и стальные стрелы.[-]
Reward_RangeT3_Crossbow,items,Item,,,Compound Crossbow Kit,Комплект с композитным арбалетом
Reward_RangeT3_CrossbowDesc,items,Item,,,[AAAAAA]Compound crossbow and steel bolts.[-],[AAAAAA]Kомпозитный арбалет и стальные стрелы.[-]
Reward_RangeT3_Pistol,items,Item,,,SMG-5 Kit,Комплект с SMG-5
Reward_RangeT3_PistolDesc,items,Item,,,[AAAAAA]SMG-5 and ammo.[-],[AAAAAA]SMG-5 и патроны.[-]
questRangeT3_Rifle,items,Item,,,[FF6666]Quest[-] Sniper Rifle,[FF6666]Квест[-] Снайперская винтовка
questRangeT3_RifleDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive a Sniper Rifle.[-],"[AAAAAA]Выполнив условия, вы получите Снайперскую винтовку.[-]"
questRangeT3_Shotgun,items,Item,,,[FF6666]Quest[-] Auto Shotgun,[FF6666]Квест[-] Автоматический дробовик
questRangeT3_ShotgunDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive an Auto Shotgun.[-],"[AAAAAA]Выполнив условия, вы получите Автоматический дробовик.[-]"
questRangeT3_MachineGun,items,Item,,,[FF6666]Quest[-] M60 Machine Gun,[FF6666]Квест[-] Пулемёт М60
questRangeT3_MachineGunDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive an M60 Machine Gun.[-],"[AAAAAA]Выполнив условия, вы получите Пулемёт М60.[-]"
questRangeT3_Archery,items,Item,,,[FF6666]Quest[-] Compound Bow or Crossbow,[FF6666]Квест[-] Композитный лук или арбалет
questRangeT3_ArcheryDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive a Compound Bow or Crossbow.[-],"[AAAAAA]Выполнив условия, вы получите Композитный лук или арбалет.[-]"
questRangeT3_Pistol,items,Item,,,[FF6666]Quest[-] SMG-5,[FF6666]Квест[-] SMG-5
questRangeT3_PistolDesc,items,Item,,,[AAAAAA]By completing the conditions you will receive an SMG-5.[-],"[AAAAAA]Выполнив условия, вы получите SMG-5.[-]"
BetterWeapon_MeleeT4,items,Item,,,"[DECEA3]Quest[-] [FF6666]""Better Weapon""[-] Chapter 6",[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 6
BetterWeapon_MeleeT4Desc,items,Item,,,[FF6666]Improved Weapon — Melee[-]\nBy completing the conditions you will learn how to obtain an improved steel melee weapon of your choice and can continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restart is only possible with admin help.,"[FF6666]Улучшенное оружие, Ближний бой[-]\nВыполнив условия, вы узнаете, как получить улучшенное стальное оружие ближнего боя на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора."
Reward_MeleeT4_Spear,items,Item,,,Kit with [DECEA3]Improved[-] Steel Spear,Комплект с [DECEA3]Улучшенным[-] стальным копьем
Reward_MeleeT4_SpearDesc,items,Item,,,[DECEA3]Improved[-] steel spear and a repair kit.,[DECEA3]Улучшенное[-] стальное копье и ремонтный набор.
Reward_MeleeT4_Club,items,Item,,,Kit with [DECEA3]Improved[-] Steel Club,Комплект с [DECEA3]Улучшенной[-] стальной дубиной
Reward_MeleeT4_ClubDesc,items,Item,,,[DECEA3]Improved[-] steel club and a repair kit.,[DECEA3]Улучшенная[-] стальная дубина и ремонтный набор.
Reward_MeleeT4_Sledgehammer,items,Item,,,Kit with [DECEA3]Improved[-] Steel Sledgehammer,Комплект с [DECEA3]Улучшенной[-] стальной кувалдой
Reward_MeleeT4_SledgehammerDesc,items,Item,,,[DECEA3]Improved[-] steel sledgehammer and a repair kit.,[DECEA3]Улучшенная[-] стальная кувалда и ремонтный набор.
Reward_MeleeT4_Knuckles,items,Item,,,Kit with [DECEA3]Improved[-] Steel Knuckles,Комплект с [DECEA3]Улучшенными[-] стальными кастетами
Reward_MeleeT4_KnucklesDesc,items,Item,,,[DECEA3]Improved[-] steel knuckles and a repair kit.,[DECEA3]Улучшенные[-] стальные кастеты и ремонтный набор.
Reward_MeleeT4_Knife,items,Item,,,Kit with [DECEA3]Improved[-] Machete,Комплект с [DECEA3]Улучшенным[-] мачете
Reward_MeleeT4_KnifeDesc,items,Item,,,[DECEA3]Improved[-] machete and a repair kit.,[DECEA3]Улучшенное[-] Мачете и ремонтный набор.
questMeleeT4_Spear,items,Item,,,[FF6666]Quest[-] [DECEA3]Improved[-] Steel Spear,[FF6666]Квест[-] [DECEA3]Улучшенное[-] стальное копье
questMeleeT4_SpearDesc,items,Item,,,By completing the conditions you will receive an [DECEA3]Improved[-] steel spear.,"Выполнив условия, вы получите [DECEA3]Улучшенное[-] стальное копье."
questMeleeT4_Club,items,Item,,,[FF6666]Quest[-] [DECEA3]Improved[-] Steel Club,[FF6666]Квест[-] [DECEA3]Улучшенная[-] стальная дубина
questMeleeT4_ClubDesc,items,Item,,,By completing the conditions you will receive an [DECEA3]Improved[-] steel club.,"Выполнив условия, вы получите [DECEA3]Улучшенную[-] стальную дубину."
questMeleeT4_Sledgehammer,items,Item,,,[FF6666]Quest[-] [DECEA3]Improved[-] Steel Sledgehammer,[FF6666]Квест[-] [DECEA3]Улучшенная[-] стальная кувалда
questMeleeT4_SledgehammerDesc,items,Item,,,By completing the conditions you will receive an [DECEA3]Improved[-] steel sledgehammer.,"Выполнив условия, вы получите [DECEA3]Улучшенную[-] стальную кувалду."
questMeleeT4_Knuckles,items,Item,,,[FF6666]Quest[-] [DECEA3]Improved[-] Steel Knuckles,[FF6666]Квест[-] [DECEA3]Улучшенные[-] стальные кастеты
questMeleeT4_KnucklesDesc,items,Item,,,By completing the conditions you will receive [DECEA3]Improved[-] steel knuckles.,"Выполнив условия, вы получите [DECEA3]Улучшенные[-] стальные кастеты."
questMeleeT4_Knife,items,Item,,,[FF6666]Quest[-] [DECEA3]Improved[-] Machete,[FF6666]Квест[-] [DECEA3]Улучшенное[-] мачете
questMeleeT4_KnifeDesc,items,Item,,,By completing the conditions you will receive an [DECEA3]Improved[-] machete.,"Выполнив условия, вы получите [DECEA3]Улучшенное[-] мачете."
BetterWeapon_RangeT4,items,Item,,,"[DECEA3]Quest[-] [FF6666]""Better Weapon""[-] Chapter 7",[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 7
BetterWeapon_RangeT4Desc,items,Item,,,[FF6666]Improved Weapon — Ranged[-]\nBy completing the conditions you will learn how to obtain an improved military ranged weapon of your choice and can continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restart is only possible with admin help.,"[FF6666]Улучшенное оружие, Дальний бой[-]\nВыполнив условия, вы узнаете, как получить улучшенное армейское оружие дальнего боя на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора."
Reward_RangeT4_Rifle,items,Item,,,Kit with [DECEA3]Improved[-] Sniper Rifle,Комплект с [DECEA3]Улучшенной[-] снайперской винтовкой
Reward_RangeT4_RifleDesc,items,Item,,,[DECEA3]Improved[-] sniper rifle and ammo.,[DECEA3]Улучшенная[-] снайперская винтовка и патроны.
Reward_RangeT4_Shotgun,items,Item,,,Kit with [DECEA3]Improved[-] Auto Shotgun,Комплект с [DECEA3]Улучшенным[-] автоматическим дробовиком
